id;provincia;ingreso;zona;obra_social;edad;jubilado;bancarizado;negativo;casado;hijos;sexo;auto
596;SAN_LUIS;30M-50M;INTERIOR;otros;43;NO;SI;NO;SI;NO;M;SI
597;CAPITAL_FEDERAL;0M-10M;CAPITAL_FEDERAL;406;62;NO;SI;NO;NO;NO;F;NO
598;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;otros;59;NO;SI;NO;NO;NO;F;NO
599;CORDOBA;50M+;INTERIOR;otros;41;NO;SI;SI;NO;NO;M;SI
600;SANTIAGO_DEL_ESTERO;20M-30M;INTERIOR;otros;42;NO;SI;NO;NO;NO;M;SI
601;BUENOS_AIRES;10M-20M;ZONA_NORTE;126205;46;NO;SI;NO;NO;NO;F;NO
602;CORDOBA;10M-20M;INTERIOR;otros;43;NO;NO;NO;NO;NO;M;SI
603;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;113809;39;NO;SI;NO;NO;NO;F;NO
604;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;otros;36;NO;NO;NO;NO;SI;M;NO
605;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;27;NO;NO;NO;NO;NO;F;SI
606;BUENOS_AIRES;0M-10M;ZONA_SUR;otros;45;NO;NO;SI;NO;NO;M;NO
607;MENDOZA;10M-20M;INTERIOR;otros;59;NO;SI;NO;NO;NO;M;SI
608;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;400800;39;NO;NO;NO;NO;NO;M;SI
609;BUENOS_AIRES;0M-10M;ZONA_NORTE;otros;31;NO;NO;NO;NO;SI;F;NO
610;TUCUMAN;10M-20M;INTERIOR;otros;35;NO;SI;NO;NO;NO;F;NO
611;BUENOS_AIRES;30M-50M;ZONA_NORTE;113809;36;NO;SI;NO;NO;NO;M;SI
612;BUENOS_AIRES;10M-20M;INTERIOR;406;47;NO;SI;NO;NO;NO;F;SI
613;BUENOS_AIRES;0M-10M;INTERIOR;106302;54;NO;SI;NO;NO;NO;F;SI
614;JUJUY;10M-20M;INTERIOR;otros;39;NO;SI;NO;NO;NO;M;NO
615;SANTA_FE;30M-50M;INTERIOR;otros;34;NO;NO;NO;NO;NO;M;SI
616;SAN_LUIS;10M-20M;INTERIOR;otros;32;NO;SI;SI;NO;NO;M;SI
617;BUENOS_AIRES;20M-30M;INTERIOR;otros;68;NO;NO;NO;SI;NO;M;SI
618;LA_RIOJA;0M-10M;INTERIOR;126205;42;NO;SI;NO;SI;SI;M;SI
619;BUENOS_AIRES;30M-50M;ZONA_SUR;106302;57;NO;SI;SI;NO;NO;M;SI
620;BUENOS_AIRES;10M-20M;INTERIOR;126205;40;NO;NO;NO;SI;SI;M;SI
621;SANTA_FE;20M-30M;INTERIOR;otros;49;NO;SI;NO;NO;NO;M;NO
622;SANTA_FE;20M-30M;INTERIOR;500807;58;SI;SI;NO;NO;NO;F;SI
623;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;37;NO;NO;NO;NO;NO;F;SI
624;BUENOS_AIRES;0M-10M;ZONA_NORTE;106302;38;NO;SI;SI;NO;NO;F;SI
625;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;64;NO;SI;NO;NO;NO;M;NO
626;SANTA_FE;10M-20M;INTERIOR;otros;57;NO;SI;NO;NO;NO;M;SI
627;SANTA_FE;30M-50M;INTERIOR;otros;58;NO;SI;NO;NO;SI;M;SI
628;SANTA_FE;0M-10M;INTERIOR;otros;54;NO;SI;NO;NO;SI;M;NO
629;SANTA_FE;20M-30M;INTERIOR;otros;44;NO;SI;NO;NO;NO;M;SI
630;SALTA;20M-30M;INTERIOR;otros;57;NO;NO;NO;NO;SI;M;NO
631;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;45;NO;SI;NO;SI;NO;M;SI
632;SAN_JUAN;0M-10M;INTERIOR;otros;64;NO;SI;NO;NO;NO;M;SI
633;BUENOS_AIRES;10M-20M;INTERIOR;otros;61;NO;SI;NO;NO;SI;M;SI
634;CAPITAL_FEDERAL;0M-10M;CAPITAL_FEDERAL;400800;38;NO;NO;NO;NO;NO;M;NO
635;BUENOS_AIRES;30M-50M;ZONA_OESTE;400909;48;NO;SI;NO;NO;NO;M;SI
636;BUENOS_AIRES;20M-30M;ZONA_NORTE;otros;45;NO;SI;NO;SI;SI;F;SI
637;CORRIENTES;0M-10M;INTERIOR;otros;62;SI;NO;NO;NO;NO;F;NO
638;MISIONES;10M-20M;INTERIOR;otros;33;NO;NO;NO;NO;SI;M;NO
639;SANTA_FE;10M-20M;INTERIOR;406;40;NO;SI;SI;NO;NO;F;NO
640;BUENOS_AIRES;30M-50M;ZONA_OESTE;otros;34;NO;SI;NO;NO;NO;M;SI
641;BUENOS_AIRES;0M-10M;ZONA_OESTE;otros;50;NO;SI;NO;NO;NO;M;NO
642;RIO_NEGRO;0M-10M;INTERIOR;126205;52;NO;NO;NO;NO;NO;M;SI
643;LA_PAMPA;10M-20M;INTERIOR;otros;40;NO;SI;NO;NO;NO;F;SI
644;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;42;NO;SI;NO;NO;NO;M;SI
645;MISIONES;10M-20M;INTERIOR;otros;44;NO;SI;NO;SI;SI;M;SI
646;SANTA_FE;10M-20M;INTERIOR;otros;32;NO;NO;NO;NO;NO;F;NO
647;CORDOBA;10M-20M;INTERIOR;otros;39;NO;NO;NO;NO;NO;M;NO
648;BUENOS_AIRES;10M-20M;INTERIOR;otros;44;NO;SI;NO;NO;NO;F;SI
649;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;otros;51;NO;NO;NO;NO;NO;F;NO
650;BUENOS_AIRES;10M-20M;INTERIOR;otros;38;NO;SI;NO;NO;NO;M;NO
651;BUENOS_AIRES;10M-20M;ZONA_NORTE;otros;59;NO;SI;NO;NO;SI;F;SI
652;MENDOZA;30M-50M;INTERIOR;400800;46;NO;SI;NO;NO;NO;M;SI
653;CORDOBA;50M+;INTERIOR;400800;52;NO;SI;NO;NO;SI;M;SI
654;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;otros;64;NO;SI;NO;NO;NO;M;NO
655;CORDOBA;30M-50M;INTERIOR;otros;41;NO;NO;NO;NO;NO;M;SI
656;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;26;NO;SI;NO;NO;NO;F;NO
657;CAPITAL_FEDERAL;20M-30M;CAPITAL_FEDERAL;400800;42;NO;SI;NO;NO;NO;F;SI
658;BUENOS_AIRES;30M-50M;ZONA_OESTE;otros;62;NO;SI;NO;SI;NO;M;SI
659;BUENOS_AIRES;50M+;INTERIOR;106302;61;NO;SI;NO;NO;NO;F;SI
660;BUENOS_AIRES;10M-20M;INTERIOR;otros;41;NO;SI;NO;NO;NO;F;NO
661;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;400800;41;NO;NO;NO;NO;NO;F;NO
662;TUCUMAN;10M-20M;INTERIOR;otros;41;NO;SI;NO;NO;NO;F;NO
663;LA_PAMPA;20M-30M;INTERIOR;otros;37;NO;SI;NO;NO;NO;M;SI
664;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;otros;82;SI;NO;NO;NO;NO;F;NO
665;BUENOS_AIRES;10M-20M;ZONA_NORTE;400800;38;NO;SI;NO;NO;NO;M;SI
666;BUENOS_AIRES;10M-20M;ZONA_NORTE;otros;34;NO;SI;NO;NO;NO;M;SI
667;MISIONES;30M-50M;INTERIOR;otros;47;NO;NO;NO;SI;SI;M;SI
668;SANTA_FE;0M-10M;INTERIOR;126205;77;NO;NO;NO;NO;NO;F;NO
669;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;otros;70;NO;SI;NO;NO;NO;M;SI
670;SANTA_FE;0M-10M;INTERIOR;otros;52;NO;NO;NO;NO;NO;M;SI
671;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;52;NO;NO;NO;NO;NO;F;NO
672;BUENOS_AIRES;20M-30M;ZONA_OESTE;otros;43;NO;SI;NO;SI;SI;M;SI
673;SANTA_CRUZ;50M+;INTERIOR;otros;44;NO;NO;NO;NO;SI;M;SI
674;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;35;NO;NO;NO;NO;NO;F;SI
675;CAPITAL_FEDERAL;20M-30M;CAPITAL_FEDERAL;406;50;NO;NO;NO;NO;NO;M;NO
676;CORRIENTES;30M-50M;INTERIOR;126205;41;NO;SI;NO;SI;SI;M;SI
677;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;60;NO;SI;NO;NO;NO;M;SI
678;MENDOZA;0M-10M;INTERIOR;otros;39;NO;SI;NO;NO;NO;F;NO
679;FORMOSA;10M-20M;INTERIOR;otros;46;NO;SI;NO;NO;NO;M;SI
680;CORDOBA;0M-10M;INTERIOR;otros;35;NO;SI;NO;NO;NO;F;NO
681;SALTA;10M-20M;INTERIOR;otros;34;NO;SI;NO;NO;NO;M;SI
682;CORDOBA;10M-20M;INTERIOR;otros;40;NO;SI;NO;NO;NO;F;SI
683;BUENOS_AIRES;50M+;INTERIOR;otros;48;NO;SI;NO;NO;SI;M;SI
684;SANTA_FE;20M-30M;INTERIOR;otros;53;NO;SI;NO;NO;NO;M;NO
685;CAPITAL_FEDERAL;20M-30M;CAPITAL_FEDERAL;otros;36;NO;SI;NO;NO;NO;F;NO
686;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;52;NO;SI;NO;NO;NO;F;NO
687;CORDOBA;0M-10M;INTERIOR;otros;40;NO;SI;NO;NO;SI;M;SI
688;BUENOS_AIRES;50M+;INTERIOR;otros;54;NO;SI;NO;SI;SI;M;NO
689;NEUQUEN;20M-30M;INTERIOR;400800;44;NO;SI;SI;NO;NO;F;NO
690;BUENOS_AIRES;30M-50M;ZONA_NORTE;otros;59;NO;SI;NO;NO;SI;F;SI
691;BUENOS_AIRES;30M-50M;ZONA_SUR;otros;57;NO;SI;NO;SI;NO;M;SI
692;CAPITAL_FEDERAL;20M-30M;CAPITAL_FEDERAL;otros;49;NO;NO;NO;SI;SI;M;NO
693;BUENOS_AIRES;50M+;ZONA_NORTE;113809;62;NO;SI;NO;NO;NO;M;SI
694;MISIONES;10M-20M;INTERIOR;otros;35;NO;NO;NO;NO;NO;M;NO
695;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;32;NO;NO;NO;NO;NO;M;SI
696;BUENOS_AIRES;10M-20M;ZONA_NORTE;otros;36;NO;SI;NO;NO;NO;M;NO
697;CORDOBA;0M-10M;INTERIOR;126205;48;NO;SI;NO;NO;NO;M;SI
698;TUCUMAN;20M-30M;INTERIOR;400800;39;NO;SI;SI;NO;NO;M;SI
699;BUENOS_AIRES;50M+;ZONA_NORTE;113809;53;NO;SI;NO;NO;NO;M;SI
700;ENTRE_RIOS;10M-20M;INTERIOR;otros;27;NO;NO;NO;NO;NO;M;NO
701;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;63;NO;SI;NO;NO;NO;M;NO
702;TUCUMAN;50M+;INTERIOR;otros;48;NO;SI;NO;NO;SI;M;SI
703;SANTIAGO_DEL_ESTERO;20M-30M;INTERIOR;otros;43;NO;SI;NO;NO;NO;M;SI
704;SANTA_FE;10M-20M;INTERIOR;otros;46;NO;SI;NO;NO;SI;F;SI
705;BUENOS_AIRES;20M-30M;ZONA_OESTE;otros;38;NO;NO;NO;NO;NO;M;SI
706;LA_RIOJA;10M-20M;INTERIOR;otros;45;NO;SI;NO;NO;NO;M;SI
707;TUCUMAN;10M-20M;INTERIOR;otros;54;NO;SI;NO;NO;NO;M;SI
708;BUENOS_AIRES;0M-10M;INTERIOR;126205;53;NO;SI;SI;SI;SI;M;SI
709;CORRIENTES;0M-10M;INTERIOR;otros;66;NO;NO;NO;NO;NO;F;NO
710;SANTA_FE;30M-50M;INTERIOR;otros;52;NO;SI;NO;NO;NO;F;SI
711;BUENOS_AIRES;30M-50M;ZONA_SUR;otros;40;NO;NO;NO;NO;NO;F;SI
712;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;otros;25;NO;NO;NO;NO;NO;M;NO
713;SANTA_FE;20M-30M;INTERIOR;otros;30;NO;SI;NO;NO;NO;M;SI
714;BUENOS_AIRES;50M+;ZONA_SUR;400909;46;NO;SI;NO;SI;SI;M;SI
715;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;400800;43;NO;SI;NO;NO;NO;F;SI
716;SANTA_FE;10M-20M;INTERIOR;otros;62;NO;SI;NO;SI;NO;M;SI
717;BUENOS_AIRES;20M-30M;ZONA_NORTE;otros;31;NO;SI;NO;NO;NO;M;SI
718;TUCUMAN;10M-20M;INTERIOR;otros;32;NO;SI;NO;NO;NO;M;SI
719;SANTA_FE;10M-20M;INTERIOR;406;41;NO;SI;NO;NO;NO;M;SI
720;BUENOS_AIRES;50M+;ZONA_OESTE;400800;54;NO;SI;NO;NO;NO;M;SI
721;BUENOS_AIRES;50M+;ZONA_SUR;400800;41;NO;SI;NO;SI;NO;M;SI
722;SANTA_FE;0M-10M;INTERIOR;otros;76;SI;NO;NO;NO;NO;F;NO
723;CORDOBA;20M-30M;INTERIOR;otros;60;NO;NO;NO;NO;NO;M;SI
724;RIO_NEGRO;10M-20M;INTERIOR;otros;40;NO;SI;NO;NO;NO;F;NO
725;SANTA_FE;30M-50M;INTERIOR;otros;33;NO;SI;NO;NO;NO;F;SI
726;BUENOS_AIRES;30M-50M;ZONA_NORTE;400800;58;NO;NO;NO;SI;SI;M;SI
727;BUENOS_AIRES;0M-10M;ZONA_SUR;otros;42;NO;NO;NO;NO;NO;M;SI
728;JUJUY;30M-50M;INTERIOR;106302;57;NO;SI;NO;SI;NO;F;SI
729;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;59;NO;SI;NO;SI;NO;M;SI
730;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;54;NO;NO;NO;NO;NO;F;SI
731;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;46;NO;SI;NO;NO;NO;M;SI
732;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;otros;52;NO;NO;NO;NO;NO;F;NO
733;SALTA;50M+;INTERIOR;otros;48;NO;SI;NO;NO;SI;M;SI
734;BUENOS_AIRES;20M-30M;ZONA_OESTE;otros;41;NO;NO;NO;NO;NO;F;SI
735;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;400909;49;NO;SI;NO;NO;NO;M;NO
736;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;49;NO;SI;NO;NO;NO;M;SI
737;BUENOS_AIRES;10M-20M;INTERIOR;otros;46;NO;SI;NO;NO;SI;M;NO
738;BUENOS_AIRES;10M-20M;ZONA_NORTE;otros;35;NO;SI;NO;NO;NO;M;NO
739;MENDOZA;20M-30M;INTERIOR;otros;42;NO;SI;NO;SI;SI;F;NO
740;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;400909;34;NO;NO;NO;NO;NO;F;NO
741;BUENOS_AIRES;10M-20M;INTERIOR;500807;54;SI;SI;NO;SI;NO;M;SI
742;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;otros;53;NO;NO;NO;NO;NO;F;SI
743;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;49;NO;SI;NO;NO;NO;M;NO
744;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;29;NO;NO;NO;NO;NO;F;NO
745;CORDOBA;10M-20M;INTERIOR;126205;58;NO;SI;NO;NO;NO;M;SI
746;SANTA_FE;10M-20M;INTERIOR;otros;47;NO;NO;NO;SI;SI;M;NO
747;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;52;NO;SI;NO;NO;SI;M;SI
748;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;54;NO;NO;NO;SI;SI;M;SI
749;BUENOS_AIRES;30M-50M;ZONA_OESTE;otros;40;NO;SI;NO;NO;SI;M;SI
750;BUENOS_AIRES;20M-30M;INTERIOR;otros;41;NO;NO;NO;NO;NO;M;NO
751;ENTRE_RIOS;10M-20M;INTERIOR;otros;33;NO;NO;NO;NO;NO;F;NO
752;BUENOS_AIRES;30M-50M;INTERIOR;400800;28;NO;SI;NO;NO;NO;M;NO
753;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;47;NO;SI;NO;NO;NO;F;SI
754;SANTA_FE;20M-30M;INTERIOR;otros;36;NO;SI;NO;NO;NO;F;SI
755;SALTA;20M-30M;INTERIOR;otros;46;NO;SI;NO;SI;SI;M;SI
756;BUENOS_AIRES;0M-10M;ZONA_NORTE;otros;31;NO;NO;NO;NO;NO;M;NO
757;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;otros;50;NO;NO;NO;NO;NO;M;NO
758;BUENOS_AIRES;10M-20M;INTERIOR;500807;62;SI;SI;NO;NO;NO;M;SI
759;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;50;NO;NO;NO;SI;NO;M;SI
760;SALTA;20M-30M;INTERIOR;otros;35;NO;SI;NO;NO;NO;F;NO
761;BUENOS_AIRES;0M-10M;INTERIOR;otros;46;NO;SI;NO;SI;SI;M;SI
762;BUENOS_AIRES;30M-50M;ZONA_OESTE;400909;52;NO;SI;NO;NO;SI;M;SI
763;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;48;NO;SI;NO;NO;NO;M;SI
764;BUENOS_AIRES;10M-20M;ZONA_NORTE;126205;48;NO;SI;NO;NO;NO;M;SI
765;BUENOS_AIRES;10M-20M;ZONA_SUR;126205;61;NO;SI;NO;SI;SI;M;SI
766;CORDOBA;10M-20M;INTERIOR;otros;37;NO;NO;NO;NO;NO;M;NO
767;CORDOBA;10M-20M;INTERIOR;otros;38;NO;NO;NO;NO;NO;M;SI
768;SANTIAGO_DEL_ESTERO;10M-20M;INTERIOR;otros;29;NO;SI;NO;NO;NO;M;SI
769;CORDOBA;30M-50M;INTERIOR;otros;50;NO;SI;NO;NO;SI;M;SI
770;SANTA_FE;30M-50M;INTERIOR;otros;65;NO;SI;NO;SI;NO;M;SI
771;CAPITAL_FEDERAL;0M-10M;CAPITAL_FEDERAL;otros;62;NO;SI;NO;NO;NO;M;SI
772;SANTA_FE;50M+;INTERIOR;otros;47;NO;SI;NO;SI;SI;M;SI
773;SALTA;10M-20M;INTERIOR;otros;29;NO;SI;NO;NO;NO;M;SI
774;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;otros;36;NO;SI;NO;NO;NO;M;SI
775;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;otros;52;NO;SI;NO;NO;NO;M;SI
776;CORDOBA;20M-30M;INTERIOR;otros;55;NO;NO;NO;NO;NO;M;NO
777;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;400909;30;NO;NO;NO;NO;NO;M;NO
778;BUENOS_AIRES;30M-50M;ZONA_SUR;otros;72;NO;SI;NO;NO;NO;F;SI
779;BUENOS_AIRES;50M+;INTERIOR;otros;41;NO;SI;NO;SI;SI;M;SI
780;TIERRA_DEL_FUEGO;50M+;INTERIOR;otros;50;NO;SI;NO;SI;SI;M;SI
781;BUENOS_AIRES;10M-20M;ZONA_NORTE;otros;36;NO;NO;NO;SI;SI;M;NO
782;BUENOS_AIRES;10M-20M;ZONA_NORTE;400800;34;NO;SI;NO;NO;NO;M;SI
783;CORDOBA;10M-20M;INTERIOR;otros;35;NO;SI;SI;NO;NO;F;SI
784;SALTA;10M-20M;INTERIOR;otros;58;NO;SI;NO;NO;NO;M;NO
785;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;45;NO;SI;NO;NO;SI;F;SI
786;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;113809;59;NO;SI;NO;NO;SI;M;SI
787;TUCUMAN;0M-10M;INTERIOR;otros;36;NO;SI;NO;NO;SI;F;NO
788;BUENOS_AIRES;30M-50M;ZONA_SUR;otros;41;NO;SI;NO;SI;SI;M;SI
789;BUENOS_AIRES;50M+;ZONA_SUR;otros;39;NO;SI;NO;NO;NO;M;SI
790;LA_RIOJA;30M-50M;INTERIOR;400800;49;NO;NO;NO;NO;NO;M;NO
791;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;49;NO;SI;NO;NO;NO;F;NO
792;BUENOS_AIRES;0M-10M;INTERIOR;126205;67;NO;NO;NO;NO;NO;M;NO
793;MENDOZA;0M-10M;INTERIOR;otros;36;NO;SI;NO;NO;NO;F;SI
794;BUENOS_AIRES;50M+;ZONA_SUR;400800;56;NO;SI;NO;NO;NO;M;SI
795;BUENOS_AIRES;30M-50M;ZONA_OESTE;otros;47;NO;NO;SI;NO;NO;F;SI
796;BUENOS_AIRES;20M-30M;ZONA_NORTE;otros;36;NO;SI;NO;NO;NO;M;SI
797;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;51;NO;SI;NO;NO;NO;M;SI
798;CORDOBA;20M-30M;INTERIOR;otros;33;NO;SI;NO;NO;NO;M;SI
799;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;400800;54;NO;SI;NO;NO;SI;F;SI
800;MENDOZA;10M-20M;INTERIOR;otros;37;NO;SI;NO;NO;SI;F;SI
801;BUENOS_AIRES;20M-30M;ZONA_OESTE;otros;66;NO;SI;NO;SI;NO;M;SI
802;BUENOS_AIRES;30M-50M;INTERIOR;otros;61;NO;NO;NO;SI;NO;M;SI
803;BUENOS_AIRES;10M-20M;INTERIOR;otros;47;NO;SI;SI;NO;SI;F;NO
804;SANTA_FE;10M-20M;INTERIOR;otros;52;NO;SI;NO;NO;NO;F;SI
805;SANTA_CRUZ;20M-30M;INTERIOR;126205;31;NO;NO;NO;NO;NO;M;SI
806;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;35;NO;NO;NO;NO;NO;M;SI
807;CORDOBA;10M-20M;INTERIOR;126205;48;NO;SI;NO;NO;SI;M;NO
808;SANTA_FE;20M-30M;INTERIOR;106302;52;NO;NO;NO;NO;NO;M;NO
809;BUENOS_AIRES;10M-20M;INTERIOR;otros;57;NO;SI;NO;NO;SI;M;NO
810;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;400800;39;NO;SI;NO;NO;NO;F;SI
811;BUENOS_AIRES;10M-20M;ZONA_OESTE;126205;57;NO;SI;NO;NO;NO;F;NO
812;BUENOS_AIRES;0M-10M;ZONA_OESTE;otros;50;NO;NO;NO;NO;NO;M;SI
813;BUENOS_AIRES;10M-20M;INTERIOR;otros;35;NO;SI;NO;NO;NO;F;NO
814;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;43;NO;SI;SI;NO;NO;F;NO
815;ENTRE_RIOS;10M-20M;INTERIOR;106302;45;NO;NO;NO;NO;NO;F;NO
816;CORDOBA;30M-50M;INTERIOR;otros;54;NO;SI;NO;NO;SI;M;SI
817;CORDOBA;20M-30M;INTERIOR;otros;57;NO;SI;NO;NO;NO;M;SI
818;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;400800;55;NO;SI;NO;SI;NO;F;SI
819;SANTA_FE;10M-20M;INTERIOR;otros;39;NO;SI;NO;NO;NO;F;SI
820;BUENOS_AIRES;10M-20M;ZONA_SUR;126205;53;NO;NO;SI;SI;SI;M;NO
821;BUENOS_AIRES;0M-10M;INTERIOR;500807;65;SI;NO;SI;NO;NO;F;NO
822;SALTA;0M-10M;INTERIOR;106302;39;NO;NO;NO;NO;NO;F;NO
823;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;53;NO;SI;SI;SI;SI;M;NO
824;TUCUMAN;20M-30M;INTERIOR;126205;40;NO;SI;NO;NO;NO;M;SI
825;CAPITAL_FEDERAL;0M-10M;CAPITAL_FEDERAL;126205;72;SI;NO;NO;NO;NO;M;SI
826;JUJUY;0M-10M;INTERIOR;106302;42;NO;SI;NO;NO;NO;M;NO
827;MISIONES;0M-10M;INTERIOR;otros;71;SI;NO;NO;NO;NO;F;NO
828;BUENOS_AIRES;0M-10M;ZONA_SUR;otros;36;NO;NO;NO;NO;NO;M;SI
829;BUENOS_AIRES;50M+;ZONA_SUR;otros;61;SI;SI;NO;NO;NO;F;SI
830;BUENOS_AIRES;20M-30M;ZONA_OESTE;otros;56;NO;NO;NO;NO;NO;M;SI
831;BUENOS_AIRES;10M-20M;INTERIOR;otros;29;NO;SI;NO;NO;NO;M;SI
832;CORDOBA;50M+;INTERIOR;400909;44;NO;SI;NO;NO;NO;M;SI
833;SANTA_FE;0M-10M;INTERIOR;106302;37;NO;SI;NO;NO;NO;F;SI
834;BUENOS_AIRES;10M-20M;INTERIOR;otros;53;NO;NO;NO;SI;SI;M;NO
835;BUENOS_AIRES;0M-10M;INTERIOR;406;43;NO;SI;NO;NO;NO;F;NO
836;BUENOS_AIRES;10M-20M;INTERIOR;otros;33;NO;SI;NO;NO;NO;F;SI
837;BUENOS_AIRES;50M+;ZONA_NORTE;400800;46;NO;SI;NO;NO;SI;F;NO
838;LA_PAMPA;10M-20M;INTERIOR;126205;38;NO;SI;NO;NO;NO;M;NO
839;BUENOS_AIRES;0M-10M;INTERIOR;otros;53;NO;NO;NO;NO;NO;F;NO
840;CORRIENTES;0M-10M;INTERIOR;500807;85;SI;NO;NO;NO;NO;F;NO
841;CORDOBA;10M-20M;INTERIOR;otros;35;NO;SI;NO;SI;SI;M;NO
842;SANTA_FE;10M-20M;INTERIOR;otros;57;NO;SI;NO;NO;NO;F;SI
843;BUENOS_AIRES;50M+;ZONA_OESTE;400800;43;NO;SI;NO;NO;NO;F;SI
844;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;49;NO;NO;NO;NO;NO;M;NO
845;BUENOS_AIRES;10M-20M;INTERIOR;106302;47;NO;SI;SI;NO;NO;F;SI
846;BUENOS_AIRES;0M-10M;ZONA_NORTE;otros;52;NO;NO;NO;NO;NO;F;SI
847;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;45;NO;NO;SI;NO;SI;M;NO
848;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;58;NO;SI;NO;NO;NO;M;SI
849;BUENOS_AIRES;10M-20M;INTERIOR;otros;38;NO;SI;NO;NO;NO;F;SI
850;BUENOS_AIRES;50M+;ZONA_NORTE;otros;48;NO;SI;NO;NO;NO;M;SI
851;BUENOS_AIRES;20M-30M;ZONA_OESTE;otros;42;NO;SI;NO;NO;NO;F;SI
852;BUENOS_AIRES;50M+;ZONA_SUR;113809;47;NO;SI;NO;NO;NO;M;SI
853;BUENOS_AIRES;0M-10M;ZONA_OESTE;126205;56;NO;NO;SI;SI;SI;M;NO
854;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;113809;62;NO;NO;NO;NO;NO;F;SI
855;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;48;NO;NO;NO;NO;NO;F;SI
856;BUENOS_AIRES;10M-20M;ZONA_NORTE;otros;26;NO;NO;NO;NO;NO;F;NO
857;CORDOBA;10M-20M;INTERIOR;113809;45;NO;NO;NO;NO;NO;F;SI
858;BUENOS_AIRES;10M-20M;ZONA_NORTE;otros;34;NO;SI;NO;NO;NO;M;SI
859;SALTA;10M-20M;INTERIOR;otros;33;NO;NO;NO;NO;NO;M;NO
860;BUENOS_AIRES;10M-20M;INTERIOR;otros;62;NO;SI;NO;NO;NO;M;NO
861;CHUBUT;30M-50M;INTERIOR;500807;64;SI;SI;NO;NO;NO;F;SI
862;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;40;NO;NO;SI;NO;NO;F;NO
863;TUCUMAN;10M-20M;INTERIOR;126205;62;NO;SI;NO;SI;NO;M;SI
864;TUCUMAN;0M-10M;INTERIOR;otros;47;NO;SI;NO;NO;NO;F;NO
